GivenName,Surname
Agate,Paquin
Grégoire,Audibert
Georgette,Avare
Jay,Brisette
Franck,Lamour
Javier,Therriault
Avenall,Levasseur
Tabor,Giroux
Somer,Sansouci
Gérard,Riquier
Aloin,Lajeunesse
Hortense,Hébert
Aubert,Lafrenière
Emmanuelle,Bienvenue
Arianne,Lajoie
Olympia,Charlebois
Neville,Sauvé
Nicolette,Gagnon
Dreux,Gabriaux
Victor,Daviau
Donatien,Proulx
Inès,Daoust
Aleron,Audibert
Creissant,Rossignol
Clarice,Veronneau
Catherine,Ferland
Clarice,Guertin
Joséphine,Henrichon
Hamilton,Devost
Édouard,Lajoie
Éric,Moïse
Anton,Labrie
Villette,Lapointe
Sumner,Cousteau
Rule,Sorel
Royden,Arnoux
Tristan,Houle
"La Roux",Dubois
Robert,Veilleux
Tearlach,Leclerc
Tempeste,Pinneau
Robert,Guérette
Marmion,Adler
Burrell,"Du Trieux"
Marphisa,Faubert
Madeleine,Truchon
Charmaine,Asselin
Dorothée,Landry
Raison,Potvin
Estelle,Levasseur
Garland,Breton
Élise,Givry
Tyson,Faucher
Éléonore,Côté
Calandre,Parrot
Marshall,Josseaume
Éric,Croquetaigne
Moore,Ayot
Denis,Laliberté
Marguerite,Lamy
Desire,Simon
Armina,Maheu
Chapin,Huppé
Constance,Daoust
Romaine,Beaudoin
Vallis,Plante
Minette,Cliche
Faustin,Auberjonois
Odo,Faucher
Somerville,Pelchat
Brier,Berger
Louise,Jobin
Nicholas,Desjardins
Bernard,Sauriol
Clarice,Labbé
Florismart,Lebel
Peverell,Babin
Ruby,Gagné
Aya,Ducharme
Porter,Favreau
Royale,Royer
Millard,Roy
Belda,Bédard
Gérard,Bondy
Melisande,Begin
Jeanne,D'Aubigné
Mandel,Bisson
Lyle,Gagnon
Aubine,Boisvert
Felicienne,Lampron
Burkett,David
Warrane,Brousseau
Adrienne,Desilets
Pinabel,Chicoine
Vedette,Bazinet
Norris,Blais
Maurelle,Labbé
Amabella,Neufville
Jeannine,Gabriaux
Troy,Laurent
Daniel,Binet
Rabican,Bizier
Amedee,Robert
Audrey,Boileau
Odelette,Melanson
Rule,Saindon
Philip,Mathieu
Victoire,Bélair
Pierpont,Cressac
Thibaut,Briard
Roger,Douffet
Jewel,Houle
Lothair,"Des Meaux"
Warrane,Demers
Julie,Rossignol
Orlene,Michel
Aubin,Boulanger
Adrienne,Marceau
Gano,Brian
Holly,Lesage
Demi,Coudert
Avenall,Chesnay
Burrell,Lepage
Ranger,Breton
Alain,Caya
Latimer,Ayot
Armand,"de Brisay"
Yvette,Beauchamp
Archaimbau,Varieur
Felicienne,Blanc
Tyson,Sanschagrin
Marsilius,Fugère
Fleur,Lejeune
Aceline,Crête
Amaury,Fecteau
Karel,Desroches
Anouk,Goguen
Varden,Sciverit
Aimée,Tardif
Fabienne,Cinq-Mars
Wyatt,Lemelin
Fortun,Blais
Jessamine,Allaire
Jeanette,Duplanty
Germaine,Corbeil
Moore,Charlebois
Julien,Clavet
Blondelle,Boutot
Clarice,Sylvain
Louise,Josseaume
Blanche,Houle
Mariette,Godin
Somerville,Flamand
Barry,Lapierre
Alexis,Brian
Huette,Chastain
Prunella,Busque
Talbot,Plourde
Léon,Austin
Amedee,Ducharme
Quennel,Faubert
Inès,Sevier
Laurette,Quessy
Ambra,Sacré
Liane,Montminy
Audric,Chouinard
Tanguy,Bonenfant
Hugh,Joly
Denise,Beauchesne
Arlette,Godin
Ophelia,Hughes
Ernest,Binet
Élodie,Leclair
Harbin,Phaneuf
Fanette,Laprise
Ernest,Blais
Noël,Ouellet
Mercer,Tremblay
Platt,Fontaine
Faustin,Mothé
Mignonette,Jomphe
Océane,Trottier
Harbin,Loiselle
Bradamate,Caisse
Damiane,Migneault
Chandler,Bérard
Amedee,Duhamel
Véronique,Labossière
Javier,Quessy
Amélie,Chartier
Pascal,Marchesseault
Seymour,Cailot
Marlon,Beausoleil
Véronique,Dionne
Huette,Béland
Jacqueline,Vachon
Hamilton,Ruel
Brigliador,Riquier
Orville,Brisette
Constance,Sanschagrin
Oliver,Beauchesne
Stéphane,Gour
Mavise,L'Anglais
Lucille,Chabot
Patrick,Bédard
Magnolia,David
Gay,Leroux
Malagigi,Gour
Timothée,Compagnon
Clothilde,Begin
Gustave,Trottier
Platt,Gadbois
Morgana,"de Chateaub"
Toussaint,Duval
Dexter,Pinette
Daniel,Sauvé
Romaine,Bureau
Musette,Leclerc
Aiglentina,Lussier
Vignette,Busson
Orva,Parizeau
Manon,Chouinard
Étienne,Rodrigue
Stéphanie,Giroux
Mathilde,Larivière
Byron,Lamoureux
Pascaline,Poirier
Yves,Begin
France,Mercier
Magnolia,Plourde
Bartlett,Josseaume
Laverne,Lévesque
Harriette,"Du Trieux"
Etoile,"de Launay"
Lotye,Mothé
Pierrette,Lang
Josephe,Garcia
Vivienne,Leroux
Louise,Louis
Talbot,DeGrasse
Etoile,Mercier
Arthur,Lanteigne
Harcourt,Beausoleil
Barry,Cinq-Mars
Gill,DuLin
Ninette,Auclair
Marmion,Boisvert
Bernadette,Desjardins
Gilles,Émond
Chantal,Chesnay
Lowell,Roux
Martine,Ayot
Ansel,Goudreau
Russell,Bisson
Brice,LaGrande
Falerina,Martel
Gilles,Chastain
Susanne,Quiron
Heloise,Viens
Arno,Hétu
Pomeroy,Chevrette
Élisabeth,Lebrun
Davet,Mazuret
Minette,Lemaître
Fleur,Lamare
Afrodille,Boivin
Comforte,Leblanc
Adèle,Lafontaine
Gallia,Proulx
Laurence,Levasseur
Zurie,Mathieu
Saville,Devoe
Avelaine,Mailloux
Didiane,Bizier
Pierrette,Hervieux
Garland,Boutot
Mayhew,Lafontaine
Clarimunda,Faubert
Francis,Souplet
Florismart,Grimard
Aloin,Charpie
Thibaut,DeGrasse
Burkett,Dastous
Gano,Labbé
Bruno,Duval
Olympia,Chicoine
Gilles,Breton
Huette,Marleau
Merlin,Mazuret
Avent,Artois
Royale,L'Angelier
Babette,Bazinet
Eulalie,Boulanger
Jessamine,Sanschagrin
Aya,Fremont
Falerina,Lambert
Vaden,Brian
Honore,Aubin
Phillipa,Lafrenière
Loyal,Paquin
Clothilde,Marceau
Sylvie,Busson
Jacquenett,Chalifour
Cerise,Simard
Fantina,Moreau
Melville,Bler
Royale,Vadeboncoeur
Oliver,Fongemie
Geoffrey,Lespérance
Eglantine,Achin
Gabriel,Dubé
Éléonore,Louis
Émile,Gousse
Juliette,Lebel
Olympia,Gousse
Gilbert,Chartier
Mariette,Goulet
Nouel,Barrientos
Rosemarie,Bertrand
Magnolia,Sorel
Channing,Bilodeau
Royden,Cressac
Heloise,Beauchesne
Russell,Charlesbois
Evrard,Phaneuf
Gilbert,Majory
Michèle,Corbin
Alacoque,Chalut
Vick,Daigle
Lothair,Parenteau
Anouk,Marcheterre
Zoé,Collin
Sébastien,Jodoin
Laurene,Covillon
Lowell,Camus
Scoville,Plaisance
Émilie,LaGrande
Théodore,Racicot
Pomeroy,Laberge
Gaspar,Blondlot
Huette,Brochu
Bernard,St-Pierre
Dixie,Bouvier
Marphisa,Duplanty
Zurie,Jacques
Vick,Gosselin
Thibaut,Cuillerier
Colette,Roy
Sibyla,Langlois
Searlait,Simard
Florence,Harquin
Ansel,Croteau
Ganelon,Beaulac
Normand,Paradis
Parfait,Varieur
Astolpho,Boisvert
Gano,Huppé
Jay,Flamand
Honoré,Beauchemin
Gill,Arcouet
Paul,"de Chateaub"
Orva,Chastain
Delmare,Labossière
Wyatt,Blanchard
Melusina,Blanc
Dixie,Chalifour
Vail,Perrault
Christiane,Dumont
Cher,Phaneuf
Carole,Parenteau
Didier,Arsenault
Éric,Lapresse
Stéphane,Béland
Manon,Hughes
Harbin,Lacroix
Annot,Léveillé
Sargent,Desnoyer
Zurie,Jalbert
David,Turgeon
Damiane,Audibert
Suzette,DuLin
Lothair,Hétu
Davet,Gilbert
Denis,Verreau
Scoville,Goulet
Hortense,Pinette
Percy,Chalifour
Aubin,Longpré
Charlotte,Jardine
Valérie,Marceau
Curtis,Poisson
Algernon,Soucy
Corinne,Legault
Étienne,Phaneuf
Jolie,Gaillou
Desire,LeBatelier
Peverell,Garreau
Percy,Brisette
Royale,Laframboise
Yvon,Dupuy
Thiery,Beaujolie
Dixie,"Du Trieux"
Geoffrey,Paré
Manville,Larivière
Mireille,Gagnon
Aubrey,Lang
Davet,Huppé
Édouard,Gaillard
Victor,Riquier
Zara,Huppé
Ambra,Parizeau
Renée,Grivois
Amabella,Berie
Arno,Bellefeuille
Brigitte,Guertin
Ila,Durepos
Jay,Moquin
Laurent,Généreux
Sumner,Marier
Anouk,Veronneau
Raina,Margand
Ila,LaGrande
Harcourt,Crête
Françoise,Coupart
Thomas,Francoeur
Leverett,"De La Ronde"
Bruce,Compagnon
Burnell,Coulombe
Pauline,Legault
Melusina,Davignon
Anaïs,Demers
Marcel,Courtois
Germain,Bellefeuille
Amber,Lapresse
Danielle,Marchesseault
Noelle,Lepage
Burkett,Croquetaigne
Nouel,Joly
Aleron,Berthiaume
Marjolaine,Bienvenue
Millard,Labrie
Mignonette,Marier
Victor,Bazin
Leal,Grivois
Céline,Miron
Ganelon,Bonami
Curtis,Bourgeois
Alice,Rouleau
Alaine,Gaudreau
Véronique,Souplet
Gabriel,Davignon
Armina,Brousse
Armand,Marois
Donat,Bourdette
Rosemarie,Grimard
Maslin,Turgeon
Dominique,Boucher
Orva,Couturier
Christine,Parent
Marie,Lebrun
Cerise,Charlesbois
Lyle,Langlais
Théophile,Dennis
Orville,Trépanier
Florismart,Fongemie
Jeannine,Jalbert
Thierry,Charpentier
Matthieu,Deschênes
Lotye,Bériault
Lucas,Simon
Agate,Hébert
Ila,Brunelle
Joséphine,Moreau
Tilly,Boucher
Ray,Bouchard
Harcourt,Viens
Cendrillon,Fresne
Toussaint,Deblois
Louis,Gaillard
Florismart,Riquier
Zerbino,Varieur
Leroy,Goguen
Geneviève,Bélanger
Ancelote,Salmons
Royden,Bisaillon
Sylvie,Piedalue
Florence,Garreau
Michèle,Metivier
Christien,Poisson
Vincent,Faucher
Gaetan,Cliche
Arthur,Mailly
Marshall,Marcil
Juliette,Pelland
Berangaria,Monjeau
Théophile,Morel
Senior,Faucher
Philippe,Dennis
Alice,Clavet
Oliver,Leroux
Timothée,Berie
Xarles,Leblanc
Manon,Mailloux
Denise,Allain
Leal,Desaulniers
Marsilius,Lazure
Fanette,Gareau
Faye,Pelchat
Aymon,Gousse
Ambra,Longpré
Dixie,Patry
Arthur,Lefèbvre
Aymon,Racicot
Cécile,Lemelin
Albertine,Blais
Delmare,Pitre
Felicien,Veronneau
Cammile,Pellerin
Catherine,Turcotte
Ansel,Pinneau
Cammile,Langelier
Carolos,Bérubé
Aiglentina,Lachapelle
Varden,Sirois
Charles,Lacroix
Roux,Grondin
Léon,Couet
Pomeroy,Rouleau
Anastasie,Faure
Aubert,Dubé
Russell,Jacques
Esmeraude,Émond
Noelle,Lapointe
Clementine,Davignon
Yvon,Bélanger
Garland,Sevier
Dalmace,Sansouci
Laure,Austin
Magnolia,Mailloux
Marmion,St-Pierre
Aubrey,Grandbois
Henry,Ménard
Valérie,Marier
Kari,Marseau
Norris,Caya
Élodie,Rocheleau
Aloin,Binet
Neville,Allaire
Bernadette,Coupart
France,Boisclair
Curtis,Devost
Alaine,Léveillé
Lorraine,Cotuand
Courtland,Ruais
Burrell,Chauvin
Langley,Huppé
Luce,Ménard
Bellamy,Ruest
Telford,Lespérance
Benjamin,Angélil
Ruby,Metivier
Hélène,Coupart
Alphonse,Fluet
Burkett,Blais
Maslin,Paradis
Dominic,Boisvert
Jeanette,Mailloux
Pinabel,Pinette
Trinette,Angélil
Ambra,Lemaître
Claire,Faubert
Zurie,Simon
Channing,Mathieu
Vivienne,LaGrande
Alexis,Édouard
Fanchon,Lapointe
Victoire,Gauvin
Durandana,Duval
Christophe,"Du Trieux"
Michel,Houde
Jacquenett,Lanctot
Wyatt,Abril
Gano,Lepage
Tearlach,Artois
Prewitt,Marquis
Lance,Brodeur
Felicienne,Paquin
Anton,Deschamps
Cher,Cliche
Albracca,Gousse
Royce,Allain
Ambra,Labrecque
Laverne,Duffet
Tearlach,Montminy
Arnaude,Gagnon
Alaine,Mercure
Tyson,Chnadonnet
Vick,Sirois
Cendrillon,Patry
Hardouin,Duclos
Logistilla,Bergeron
Dexter,Dupont
Clothilde,Gregoire
Xavier,Rocheleau
Laurence,Bisaillon
Odo,Labonté
Olivier,Lafontaine
Zara,Labossière
Berangaria,Saindon
Daniel,Beaupré
Evrard,Audibert
Luc,Brunelle
Georgette,Busson
Mercer,Dionne
Bertrand,Guimond
Arnaude,Lemaître
Sacripant,Lambert
Gilles,Robert
Maurelle,Chesnay
Capucine,Lafrenière
Alfred,Picard
Berangaria,Cormier
Faye,Huppé
Delmar,Corbeil
Eustache,Caisse
Felicien,Marleau
Erembourg,Savard
Searlas,Sauriol
Alfred,Brunault
David,LaGarde
Lance,Gadbois
Flordelis,Querry
Harcourt,Turgeon
Archard,Lang
Gill,Primeau
Adrien,Bordeleau
Agramant,Lachance
Richard,Labrosse
Rachelle,Sanschagrin
Vincent,Fugère
Zerbino,Labbé
Forrest,Sansouci
Nicolette,Pépin
Eglantine,Charest
Nicole,DuLin
Legget,Cloutier
Mirabelle,Bossé
Agate,Paré
Henry,Chouinard
Éric,Mouet
Platt,Phaneuf
Cinderella,Boucher
Hedvige,Lagrange
Robinette,Provencher
Rule,Coudert
Demi,Brian
Alexandrin,Authier
Théodore,Fournier
Arnou,Angélil
Vernon,Vallée
Huette,Descoteaux
Huette,Mathieu
Joséphine,Fongemie
Rabican,Maheu
Christabel,L'Hiver
Aurélie,Goudreau
Faustin,Lapresse
Orva,Asselin
Tyson,Saurel
Christian,Lereau
Tyson,Bourgeois
Raison,Lajoie
Noelle,Dubois
Cinderella,Charpentier
Davet,Bousquet
Pryor,Lagrange
Bevis,Tremblay
Melodie,Bouchard
Coralie,Bossé
Ganelon,Chaloux
Medoro,Brousse
Pascaline,Ouellet
Medoro,Sansouci
Caresse,Casgrain
Françoise,Charron
Telford,Lespérance
Jay,Bourget
Bartlett,Laboissonnière
Arthur,Laframboise
Charlotte,Vadeboncoeur
Gaston,Roy
Apolline,Benjamin
Sennet,Rossignol
Agrican,Goulet
Avenall,Laux
Comforte,Therriault
Tearlach,Saindon
Demi,Croquetaigne
Bruce,Sirois
Nicolas,Cartier
Dixie,Gagnon
Peverell,Robitaille
Gaetan,Dastous
Emmanuel,Bazinet
Rosemarie,Belisle
Noël,DuLin
Jean,Brousseau
Mallory,Lamontagne
Bradamate,Lejeune
Babette,Chauvin
Astrid,Querry
Delmare,Robitaille
Arber,Fortin
Anne,Beaudry
Astrid,Lachapelle
Vaden,Desnoyer
David,Josseaume
Timothée,Therrien
Thibaut,Laforge
Hugh,Poulin
Mariette,Lacombe
Fleurette,Barjavel
Nathalie,Beaudoin
Angelette,Neufville
Alexandrin,Garceau
René,Jetté
Norris,Charpie
Gauthier,Lereau
Delit,Favreau
Georges,Lapointe
Bartlett,Mercure
Georges,Lacasse
Aya,Langlois
Iven,Morin
Delmare,Moreau
Élodie,Lavallée
Auda,Rouleau
Philippe,Vaillancourt
Vivienne,Riquier
Amitee,Bousquet
Élise,Parenteau
Azura,Croquetaigne
Avelaine,Étoile
Dreux,Brasseur
Fabrice,Lalonde
Ferrau,Chaussée
Michel,Gougeon
Louis,Lapointe
Francis,Artois
Luc,Duhamel
Pomeroy,Gareau
Fabrice,Girard
Gustave,Marchesseault
Favor,Ducharme
Dorothée,Boileau
Seymour,Bonnet
Prunella,Chaussée
Quennel,Lacroix
Telford,Goulet
Tanguy,Généreux
Yolande,Tardif
René,Arpin
Daisi,"de Launay"
Odo,Thibodeau
Edmee,Chenard
Jeanne,Bernard
Beaufort,Pelland
Cosette,Lanoie
Astrid,Grenier
Arridano,Pellerin
Warrane,Dumoulin
Florismart,Grondin
Onfroi,Racine
Porter,Aubé
Allyriane,Laux
Lorraine,Grivois
Christiane,Duranseau
Zerbino,Poissonnier
Evrard,Rossignol
Harcourt,Lesage
Agnès,Cuillerier
Thomas,Chalut
Arianne,Frappier
Donat,Berthelette
Sennet,St-Jacques
Laure,Rivard
Anouk,Laux
Clarimunda,Lemieux
Yolette,Dodier
Olympia,D'Avis
Felicienne,Richard
Ferragus,Côté
Diane,Thivierge
Ninette,Therrien
Royale,Dastous
Bernard,Laux
Aiglentina,Ratté
Arno,Paulet
Anastasie,Rodrigue
Alita,Doyon
Delphine,Lespérance
Sébastien,Chassé
Tanguy,Lamontagne
Tanguy,Trépanier
Roland,Guilmette
Sébastien,Leclair
Quennel,Morel
Gano,Avare
Eliot,Gaillou
Agrican,Boutot
Roxanne,Chalifour
Donat,Marois
Alexandrin,Chnadonnet
Eloise,Paquet
Iven,LaCaille
Jean,St-Pierre
Cher,Vachon
Albertine,Déziel
Agate,Bourgouin
Lotye,Briard
Morgana,Gamelin
Amélie,Allard
Henry,Arpin
Ansel,Paquin
Forrest,Ruel
Odette,Duclos
Honore,Poissonnier
René,Chartier
Thérèse,Rochon
Aubert,Panetier
Madelene,Plante
Javier,Plouffe
Lorraine,Lamy
Virginie,DeGrasse
Thiery,Lacroix
Colette,Laframboise
Rosamonde,Boucher
René,Migneault
Arienne,Mothé
Delmar,Voisine
Bellamy,Allard
Normand,Norbert
Gallia,Thivierge
Brigitte,Tachel
Léon,Echeverri
Ferrau,Majory
Emmeline,DuLin
Wyatt,Fresne
Satordi,Charrette
Alfred,D'Aubigné
Loyal,Fouquet
Manon,Montminy
Daniel,Petrie
Alice,Labbé
Claire,Moreau
Charmaine,DuLin
Claude,Louis
Rémy,Demers
Clothilde,Lambert
Thérèse,Labbé
Fealty,Cousteau
Laurene,Veilleux
Leal,Chartier
Sumner,Gagné
Jules,Marchesseault
Coralie,Bourget
Marmion,Lemieux
Albracca,Rhéaume
Verney,Salmons
Antoine,Roy
Michel,Thivierge
Satordi,Lapierre
Montague,Gaillou
Margaux,Brisebois
Hugues,Lépicier
Christophe,Vaillancour
Russell,Chenard
Albertine,Dubeau
Arianne,Quinn
Gaspar,Henrichon
Florence,Chnadonnet
Forrest,Grandpré
Jules,Martel
Colette,Barrière
Amitee,Viens
Jesper,Brochu
Henriette,Bler
Alita,Lambert
Millicent,Saindon
Dexter,Charest
Delmar,Bellemare
Peverell,Leblanc
Agramant,Boileau
Arnaude,Chatigny
Michel,Jolicoeur
Olympia,Marcil
Archard,Therrien
Sennet,Salois
D'Arcy,St-Pierre
Huette,Denis
Sumner,Auberjonois
Royden,Poirier
Verrill,Faure
Marine,Quinn
Melodie,Petit
Claire,Mercure
Vachel,Mailloux
Brice,Jalbert
Gifford,Blondlot
Merle,Courcelle
Jacques,Charlesbois
Perrin,Barrientos
Searlas,Desjardins
Patrick,Rivière
Noelle,Cailot
Quincy,Rochon
Pascaline,Rochon
Théophile,Boucher
Maurelle,Tougas
Serge,Gosselin
Iven,Lamothe
Mireille,Lambert
Chappell,Lussier
Byron,Drouin
Philip,Lejeune
Marguerite,Cormier
Harbin,Labelle
Valentine,Chabot
Arno,Lussier
Alacoque,Grondin
Clementine,Deschênes
Marguerite,Sevier
Percy,Mathieu
Royale,Faure
Mignonette,Galarneau
Arnaud,Achin
Jeanne,Souplet
Paulette,Sylvain
Malagigi,Sabourin
Curtis,Gagnon
Yolette,Bourassa
Christiane,Lemieux
Eliot,Gosselin
Matilda,Busque
Jean,Verreau
Matthieu,Mazuret
D'Arcy,Marchesseault
Valiant,Deniger
Eleanor,Givry
Fanchon,Trottier
Alaine,Boncoeur
Garland,Gregoire
Jeanette,Barrière
Royce,Casgrain
Charline,Beauchamp
Artus,Cliche
Vedette,Hervieux
Normand,Labrecque
Millicent,Thibault
Michel,Verreau
Somerville,Bellemare
Amélie,Beaudouin
Hedvige,Lepage
Martin,Corbeil
Mayhew,Lapresse
Leala,Lanctot
Nathalie,LaGrande
Bartlett,Chaussée
D'Arcy,Clavet
Fayette,Bonenfant
Thérèse,Gamache
Emmanuelle,Sicard
Martine,Charette
Gaston,LaGrande
Capucine,Beauchesne
Senapus,Artois
Lotye,Beaudry
Vernon,Arnoux
Zdenek,Aupry
Kari,Bélanger
Alphonsine,Perreault
Zacharie,"Du Trieux"
Merle,Trépanier
Hilaire,Rousseau
Burnell,Robitaille
Charmaine,Clavet
Thomas,Tisserand
Sibyla,Petit
Cher,Hughes
Campbell,Lagacé
Zara,Clavette
Orlene,Brunelle
Verney,Corbeil
Rosamonde,Daigneault
Agnès,Lajeunesse
Maureen,Martel
Archaimbau,Brasseur
Oriel,Gauthier
Lundy,Bousquet
Mercer,Gagné
Julien,Audet
Gustave,Simard
Germain,Charbonneau
Marphisa,Crête
Logistilla,Gousse
Halette,Coudert
Avelaine,Mazuret
Neville,Gervais
Melisande,Phaneuf
Fitz,Jalbert
Ambra,Lamare
Logistilla,Desnoyer
Catherine,Déziel
Vedette,Bisson
Gradasso,Raymond
Varden,Richer
Gauthier,Flamand
Allyriane,Dufour
Merci,Charlebois
Anastasie,Robert
Mercer,Barrette
Cosette,Giguère
Édouard,Despins
Dixie,"de Brisay"
Gay,Laprise
Dominique,Loiselle
Gallia,Batard
Grosvenor,Brousseau
Rachelle,Landry
Sibyla,Bazinet
Brice,Artois
Belda,Tétrault
Marlon,Fortier
Jules,Huard
Tempeste,Clément
Georgette,Tremblay
Guillaume,Bois
Lothair,Simard
Roch,Boivin
Yves,Hervé
Marguerite,Lacasse
Luc,Mothé
Arnaud,Dubois
Logistilla,Dodier
Varden,Chauvin
Aimé,Bourgeois
Pansy,Poisson
Alain,Thériault
Cher,Tachel
Normand,Frappier
Searlas,Tachel
Andrée,Duplanty
Forrest,Douffet
Voleta,Bolduc
Vivienne,Ruest
Aiglentina,Perrault
Suzette,L'Anglais
Cerise,Généreux
Tilly,Déziel
Morgana,Bernard
Jolie,Levasseur
Comforte,Tougas
Donat,Lepage
Senapus,Jardine
Vallis,Jomphe
Slainie,Foucault
Normand,Racicot
Lorraine,Artois
Arienne,Gadbois
Sidney,Lamare
Florismart,Goddu
Ferragus,Archambault
Christabel,Ménard
Raison,Bellemare
Romaine,Auger
Geneviève,Frappier
Harriette,Douffet
Garland,Bernier
Merci,Meilleur
Lance,Migneault
Fauna,Parmentier
Eulalie,Austin
Clémence,Ouellet
Joseph,Chalifour
Leala,Mazuret
Logistilla,Devoe
Magnolia,St-Jean
Joy,Rossignol
Valiant,Auger
Xavierre,Mouet
Royce,Mousseau
Joseph,Gauthier
Blanche,Artois
Adrien,Duffet
Delmare,Larocque
Vachel,Routhier
Agramant,Ruais
Talbot,Bousquet
Roch,Quenneville
Babette,Beaulé
Dominique,Barjavel
Faye,Tollmache
Julien,Lambert
Roland,LaGrande
Cinderella,Daigneault
Delit,Echeverri
Philippe,Thibault
Bradamate,Plaisance
Verney,Soucy
Céline,Simard
Eugenia,Rousseau
Platt,Truchon
Marcelle,Archambault
Harbin,Lécuyer
Valiant,Soucy
Latimer,Denis
Chantal,Courcelle
Rive,Chartier
Isaac,Brodeur
Cher,Martel
Granville,Marquis
Francis,Vertefeuille
Grosvenor,Lang
Aubrey,Grandbois
Brunella,Mouet
Colette,Gabriaux
Olivier,Beaudry
Hamilton,Beaudouin
Michel,Tougas
Rosemarie,Bonsaint
Huette,Dupont
Roxanne,Briard
Fantina,Doiron
Frontino,Chrétien
Millard,Paquin
Raymond,Labbé
Patrick,Descoteaux
Eustache,Guérette
Astolpho,Ratté
Durandana,Breton
Slainie,Richer
Charmaine,Neufville
Monique,"de Chateaub"
Daniel,Desforges
Stéphane,Reault
Adrien,Ratté
Brigitte,Beaulac
Simone,Lavoie
Nicole,Gendron
Yvette,Laboissonnière
Rachelle,Coulombe
Geneviève,Jacques
Ophelia,Lachapelle
Marjolaine,Boulé
Stéphanie,Goddu
Daisi,Rousseau
Brigitte,Leclair
Matthieu,Beaudouin
Tristan,Charrette
Claude,Vaillancour
Amedee,Mailloux
Afrodille,Rouze
Antoinette,Lespérance
Paien,Gregoire
Bruce,Bussière
Trinette,Lagrange
Belle,Desaulniers
Philippine,Renaud
Denis,Champagne
David,Gagnon
Capucine,Richard
Aymon,Clavet
Christelle,Begin
Alexandrie,Goudreau
Avent,Lavallée
Belda,Lagacé
Merci,Sevier
William,Chrétien
Huon,Quiron
Morgana,Gladu
Alain,Charpentier
Élodie,Gour
Patrice,Giguère
Montague,Chandonnet
Gaspar,Morin
Pierpont,Coudert
Favor,Mailhot
Clementine,Gilbert
Henry,Salois
Solaine,Godin
Thérèse,Caron
Avelaine,Vallée
Vachel,Charbonneau
Senapus,Varieur
Dielle,Pouliotte
Linette,Jodoin
Maureen,Talon
Victoire,Bourassa
Davet,Lazure
Javier,Chevrette
Medoro,Ménard
Bruno,Étoile
Esmeraude,Chaussée
Ninette,Dagenais
Charlotte,Rochefort
Audrey,Massé
Philip,Desaulniers
Fitz,Arcouet
Mason,Sevier
Maureen,Pirouet
Michel,Rouze
Durandana,Garreau
Arianne,Berger
Madeleine,Dumoulin
Heloise,Mercier
Antoine,Labossière
Camille,Paimboeuf
Fayette,Lagacé
Agrican,Ruel
Jewel,Sabourin
Thierry,Boulanger
Vignette,Aubin
Harcourt,Gaudreau
Henriette,"Du Trieux"
Morgana,Rochefort
Gano,Berthiaume
Céline,Boivin
Pensee,Ouellet
Charline,Sacré
Daniel,Dubé
Élisabeth,Francoeur
Pauline,Lesage
Guerin,Panetier
Arienne,Allain
Angelette,Caisse
Roland,Ouellet
Gaetan,Reault
Pascal,Arcouet
Chappell,Ruel
Emmanuel,Roussel
Roch,Sacré
Rémy,Metivier
Marc,Coupart
Heloise,Gareau
Pomeroy,Champagne
Danielle,Coudert
Pascal,Simard
Chantal,Perillard
Raison,Séguin
Pascaline,Beaulieu
Faye,Lanteigne
Florus,Desruisseaux
Louise,Ouellet
Pierre,Pirouet
Bayard,Pichette
Jacquenett,Chastain
Tearlach,Guibord
Hamilton,Dagenais
Nicholas,Fecteau
Eulalie,Paimboeuf
Sylvie,Deslauriers
Emmanuel,Primeau
Marmion,Sarrazin
Vaden,Therriault
Claudette,Turgeon
Bayard,Ruest
Pomeroy,Hughes
Telford,Robillard
Marsilius,Desjardins
Gauthier,Charlesbois
Verney,Trépanier
Leverett,Angélil
Henry,Narcisse
Yolette,Turcotte
Avenall,Côté
Henry,Tétrault
Geoffrey,Croquetaigne
Platt,LeBatelier
Percy,Leclair
Audric,Raymond
Hugues,Beaudoin
Blondelle,Larocque
Lundy,Parizeau
Saville,Massé
Fabien,Dumont
Ranger,Bourdette
Aubin,Boulé
Ancelote,Faucher
Alphonsine,Desruisseaux
Adorlee,Miron
Rosamonde,Lamoureux
Frédérique,Charpentier
Gemma,Dodier
Brice,Therrien
Cheney,Echeverri
Musette,Ferland
Xavierre,Raymond
Eugène,Tanguay
Arnou,Gaillou
Peppin,Pirouet
Lowell,Dumoulin
Royden,Pariseau
Bertrand,Pomerleau
Charlot,Lalonde
Florence,Parenteau
Sargent,Faubert
Capucine,Labelle
Delmare,Laurent
Florus,Auberjonois
Bellamy,Tachel
Damiane,Daoust
Andrée,Gauvin
Comforte,Étoile
Monique,Foucault
Courtland,Chenard
Avice,Desnoyer
Daisi,Drouin
Anton,Provencher
Claude,Grimard
Olivier,Verreau
Medoro,Gareau
Byron,Marier
Tyson,Beauchemin
Louise,Labonté
Clarimunda,Paiement
Philip,Duplessis
Bevis,Caouette
Sibyla,Paradis
Thiery,Charpie
Parnella,Meilleur
Talon,Béland
Orville,Davignon
Julien,Perrault
Eliot,Marois
Jean,Chandonnet
Geoffrey,Pellerin
Fantina,Dumoulin
Marie,Lafond
Amber,Lavoie
Fealty,Echeverri
Jean,Louineaux
Florus,Parmentier
